Zipcode,City,State,Lat,Long,Population
47710,EVANSVILLE,IN,37.98,-87.54,19527
68845,KEARNEY,NE,40.7,-99.08,19523
33566,PLANT CITY,FL,28,-82.12,19522
97015,CLACKAMAS,OR,45.41,-122.49,19521
80915,COLORADO SPRINGS,CO,38.86,-104.76,19519
32967,VERO BEACH,FL,27.64,-80.39,19518
49735,GAYLORD,MI,45.02,-84.67,19515
29512,BENNETTSVILLE,SC,34.63,-79.68,19514
89706,CARSON CITY,NV,39.21,-119.71,19510
10509,BREWSTER,NY,41.39,-73.61,19507
90254,HERMOSA BEACH,CA,33.86,-118.39,19506
2170,QUINCY,MA,42.26,-71,19505
93210,COALINGA,CA,36.19,-120.39,19504
33901,FORT MYERS,FL,26.63,-81.85,19500
32713,DEBARY,FL,28.88,-81.32,19491
30512,BLAIRSVILLE,GA,34.87,-83.95,19490
23805,PETERSBURG,VA,37.2,-77.39,19490
35235,BIRMINGHAM,AL,33.52,-86.79,19484
44147,BROADVIEW HEIGHTS,OH,41.31,-81.67,19480
6468,MONROE,CT,41.36,-73.2,19479
79045,HEREFORD,TX,34.82,-102.39,19473
27546,LILLINGTON,NC,35.39,-78.81,19471
39204,JACKSON,MS,32.32,-90.2,19468
74107,TULSA,OK,36.12,-95.91,19458
39565,VANCLEAVE,MS,30.4,-88.8,19453
66046,LAWRENCE,KS,38.96,-95.25,19452
95841,SACRAMENTO,CA,38.66,-121.35,19448
8550,PRINCETON JUNCTION,NJ,40.32,-74.62,19445
73130,OKLAHOMA CITY,OK,35.46,-97.51,19439
63367,LAKE SAINT LOUIS,MO,38.78,-90.78,19433
77545,FRESNO,TX,29.53,-95.45,19431
35055,CULLMAN,AL,34.17,-86.83,19427
53589,STOUGHTON,WI,42.92,-89.22,19427
53005,BROOKFIELD,WI,43.06,-88.11,19425
46012,ANDERSON,IN,40.09,-85.68,19414
33137,MIAMI,FL,25.77,-80.2,19410
82501,RIVERTON,WY,43.03,-108.41,19408
78222,SAN ANTONIO,TX,29.45,-98.5,19408
7407,ELMWOOD PARK,NJ,40.9,-74.11,19403
58703,MINOT,ND,48.23,-101.29,19396
76126,FORT WORTH,TX,32.75,-97.33,19395
6105,HARTFORD,CT,41.76,-72.68,19392
45205,CINCINNATI,OH,39.09,-84.51,19389
2863,CENTRAL FALLS,RI,41.88,-71.39,19385
92264,PALM SPRINGS,CA,33.72,-116.51,19383
48532,FLINT,MI,43.02,-83.69,19375
55305,HOPKINS,MN,44.92,-93.4,19368
78382,ROCKPORT,TX,28.04,-97.05,19364
30312,ATLANTA,GA,33.74,-84.37,19360
54452,MERRILL,WI,45.18,-89.7,19360
44505,YOUNGSTOWN,OH,41.09,-80.64,19357
18235,LEHIGHTON,PA,40.83,-75.71,19353
78633,GEORGETOWN,TX,30.7,-97.73,19349
28712,BREVARD,NC,35.23,-82.73,19347
40047,MOUNT WASHINGTON,KY,38.04,-85.55,19345
32548,FORT WALTON BEACH,FL,30.42,-86.61,19343
11415,KEW GARDENS,NY,40.7,-73.82,19341
55410,MINNEAPOLIS,MN,44.96,-93.26,19340
40330,HARRODSBURG,KY,37.76,-84.84,19334
24503,LYNCHBURG,VA,37.4,-79.19,19331
29341,GAFFNEY,SC,35.07,-81.65,19330
92106,SAN DIEGO,CA,32.72,-117.23,19330
22655,STEPHENS CITY,VA,39.09,-78.22,19328
71037,HAUGHTON,LA,32.53,-93.5,19325
18603,BERWICK,PA,41.05,-76.24,19320
89118,LAS VEGAS,NV,36.07,-115.21,19318
85013,PHOENIX,AZ,33.5,-112.08,19314
46808,FORT WAYNE,IN,41.07,-85.13,19309
42025,BENTON,KY,36.85,-88.35,19305
8232,PLEASANTVILLE,NJ,39.39,-74.51,19292
94127,SAN FRANCISCO,CA,37.73,-122.45,19289
28278,CHARLOTTE,NC,35.19,-80.83,19283
79015,CANYON,TX,34.98,-101.92,19277
15425,CONNELLSVILLE,PA,40.01,-79.58,19270
15801,DU BOIS,PA,41.14,-78.73,19270
31326,RINCON,GA,32.29,-81.23,19269
61104,ROCKFORD,IL,42.27,-89.06,19269
33434,BOCA RATON,FL,26.37,-80.1,19260
70611,LAKE CHARLES,LA,30.21,-93.2,19256
83442,RIGBY,ID,43.69,-111.87,19250
94089,SUNNYVALE,CA,37.42,-122,19245
93444,NIPOMO,CA,35.05,-120.48,19244
22551,SPOTSYLVANIA,VA,38.17,-77.7,19242
43311,BELLEFONTAINE,OH,40.36,-83.75,19240
6401,ANSONIA,CT,41.34,-73.06,19237
46016,ANDERSON,IN,40.09,-85.68,19225
53593,VERONA,WI,42.98,-89.53,19225
55317,CHANHASSEN,MN,44.85,-93.55,19218
47834,BRAZIL,IN,39.52,-87.12,19215
44113,CLEVELAND,OH,41.47,-81.67,19213
43611,TOLEDO,OH,41.66,-83.58,19207
70526,CROWLEY,LA,30.21,-92.37,19206
76541,KILLEEN,TX,31.09,-97.71,19206
19963,MILFORD,DE,38.91,-75.43,19206
21286,TOWSON,MD,39.39,-76.62,19206
97914,ONTARIO,OR,44.08,-117.01,19205
44142,BROOKPARK,OH,41.4,-81.82,19201
13205,SYRACUSE,NY,43.04,-76.14,19201
53190,WHITEWATER,WI,42.83,-88.73,19200
99212,SPOKANE,WA,47.65,-117.31,19197
29379,UNION,SC,34.72,-81.62,19186
44149,STRONGSVILLE,OH,41.31,-81.85,19177
79934,EL PASO,TX,31.84,-106.43,19174
8052,MAPLE SHADE,NJ,39.95,-74.99,19172
33573,SUN CITY CENTER,FL,27.72,-82.35,19172
53094,WATERTOWN,WI,43.19,-88.72,19169
11428,QUEENS VILLAGE,NY,40.72,-73.74,19168
93630,KERMAN,CA,36.71,-120.15,19162
33711,SAINT PETERSBURG,FL,27.75,-82.64,19162
44017,BEREA,OH,41.36,-81.86,19161
85028,PHOENIX,AZ,33.56,-112,19157
66203,SHAWNEE,KS,38.9,-94.68,19156
33405,WEST PALM BEACH,FL,26.74,-80.12,19155
11501,MINEOLA,NY,40.74,-73.63,19148
7928,CHATHAM,NJ,40.74,-74.38,19144
40962,MANCHESTER,KY,37.15,-83.76,19143
29036,CHAPIN,SC,34.16,-81.34,19140
78132,NEW BRAUNFELS,TX,29.7,-98.11,19139
90814,LONG BEACH,CA,33.77,-118.14,19131
49058,HASTINGS,MI,42.65,-85.28,19127
37321,DAYTON,TN,35.49,-85.01,19113
54937,FOND DU LAC,WI,43.77,-88.44,19112
13790,JOHNSON CITY,NY,42.11,-75.96,19104
33472,BOYNTON BEACH,FL,26.53,-80.19,19100
33603,TAMPA,FL,27.95,-82.48,19100
82007,CHEYENNE,WY,41.14,-104.79,19096
62401,EFFINGHAM,IL,39.11,-88.55,19096
2459,NEWTON CENTER,MA,42.31,-71.19,19095
36507,BAY MINETTE,AL,30.88,-87.77,19090
36066,PRATTVILLE,AL,32.46,-86.44,19089
10302,STATEN ISLAND,NY,40.58,-74.14,19088
85648,RIO RICO,AZ,31.5,-111.06,19080
1606,WORCESTER,MA,42.26,-71.8,19077
89146,LAS VEGAS,NV,36.14,-115.22,19071
79407,LUBBOCK,TX,33.57,-101.87,19068
34480,OCALA,FL,29.18,-82.13,19068
19027,ELKINS PARK,PA,40.07,-75.12,19067
1749,HUDSON,MA,42.39,-71.56,19063
17745,LOCK HAVEN,PA,41.13,-77.45,19063
43812,COSHOCTON,OH,40.26,-81.84,19061
53149,MUKWONAGO,WI,42.86,-88.33,19057
20895,KENSINGTON,MD,39.02,-77.07,19054
61802,URBANA,IL,40.1,-88.2,19052
22206,ARLINGTON,VA,38.87,-77.1,19051
43952,STEUBENVILLE,OH,40.36,-80.64,19050
60513,BROOKFIELD,IL,41.82,-87.84,19047
53121,ELKHORN,WI,42.67,-88.54,19045
14218,BUFFALO,NY,42.88,-78.85,19039
60104,BELLWOOD,IL,41.88,-87.87,19038
92082,VALLEY CENTER,CA,33.25,-116.98,19037
85749,TUCSON,AZ,32.28,-110.73,19032
2766,NORTON,MA,41.96,-71.18,19031
98177,SEATTLE,WA,47.73,-122.37,19030
92029,ESCONDIDO,CA,33.08,-117.13,19021
32803,ORLANDO,FL,28.5,-81.37,19020
99701,FAIRBANKS,AK,64.81,-147.72,19019
8110,PENNSAUKEN,NJ,39.96,-75.05,19008
85310,GLENDALE,AZ,33.71,-112.17,19007
80921,COLORADO SPRINGS,CO,38.86,-104.76,18999
33936,LEHIGH ACRES,FL,26.6,-81.63,18994
90015,LOS ANGELES,CA,34.03,-118.26,18986
32444,LYNN HAVEN,FL,30.24,-85.65,18985
19605,READING,PA,40.33,-75.92,18985
75142,KAUFMAN,TX,32.58,-96.3,18982
31030,FORT VALLEY,GA,32.55,-83.88,18977
74129,TULSA,OK,36.12,-95.91,18976
44830,FOSTORIA,OH,41.15,-83.41,18962
11754,KINGS PARK,NY,40.89,-73.24,18958
24523,BEDFORD,VA,37.32,-79.52,18952
35806,HUNTSVILLE,AL,34.7,-86.62,18951
11733,EAST SETAUKET,NY,40.93,-73.1,18949
45405,DAYTON,OH,39.77,-84.19,18948
31069,PERRY,GA,32.46,-83.73,18948
77019,HOUSTON,TX,29.76,-95.38,18944
45822,CELINA,OH,40.55,-84.57,18943
42103,BOWLING GREEN,KY,36.97,-86.44,18936
60124,ELGIN,IL,42.03,-88.28,18935
15120,HOMESTEAD,PA,40.4,-79.9,18931
33323,FORT LAUDERDALE,FL,26.14,-80.13,18929
48837,GRAND LEDGE,MI,42.75,-84.74,18926
85607,DOUGLAS,AZ,31.54,-109.46,18925
53022,GERMANTOWN,WI,43.23,-88.12,18920
52241,CORALVILLE,IA,41.69,-91.6,18911
93560,ROSAMOND,CA,34.92,-118.4,18910
44709,CANTON,OH,40.81,-81.37,18905
97034,LAKE OSWEGO,OR,45.4,-122.68,18905
91506,BURBANK,CA,34.17,-118.32,18904
27101,WINSTON SALEM,NC,36.1,-80.24,18901
37069,FRANKLIN,TN,35.92,-86.84,18899
98264,LYNDEN,WA,48.95,-122.43,18893
20646,LA PLATA,MD,38.53,-76.97,18890
95138,SAN JOSE,CA,37.24,-121.73,18889
35022,BESSEMER,AL,33.37,-86.96,18888
11360,BAYSIDE,NY,40.78,-73.78,18884
17225,GREENCASTLE,PA,39.79,-77.72,18879
70002,METAIRIE,LA,29.99,-90.17,18879
70592,YOUNGSVILLE,LA,30.09,-91.99,18878
40206,LOUISVILLE,KY,38.22,-85.74,18865
75137,DUNCANVILLE,TX,32.64,-96.91,18861
92108,SAN DIEGO,CA,32.77,-117.1,18858
80751,STERLING,CO,40.62,-103.19,18857
37766,LA FOLLETTE,TN,36.37,-84.12,18850
33167,MIAMI,FL,25.77,-80.2,18846
23692,YORKTOWN,VA,37.23,-76.5,18846
80203,DENVER,CO,39.76,-104.87,18839
15644,JEANNETTE,PA,40.33,-79.62,18836
66204,OVERLAND PARK,KS,38.9,-94.68,18832
19090,WILLOW GROVE,PA,40.14,-75.11,18832
29053,GASTON,SC,33.81,-81.1,18830
98408,TACOMA,WA,47.19,-122.44,18830
44314,AKRON,OH,41.08,-81.52,18825
28704,ARDEN,NC,35.46,-82.58,18821
32217,JACKSONVILLE,FL,30.33,-81.65,18817
79110,AMARILLO,TX,35.2,-101.81,18811
8872,SAYREVILLE,NJ,40.46,-74.32,18811
38555,CROSSVILLE,TN,35.95,-85.03,18809
19947,GEORGETOWN,DE,38.69,-75.38,18799
36203,OXFORD,AL,33.66,-85.81,18799
7506,HAWTHORNE,NJ,40.95,-74.15,18791
46818,FORT WAYNE,IN,41.07,-85.13,18790
12477,SAUGERTIES,NY,42.07,-73.94,18787
49002,PORTAGE,MI,42.2,-85.59,18786
6107,WEST HARTFORD,CT,41.75,-72.74,18786
98053,REDMOND,WA,47.66,-122.01,18784
36870,PHENIX CITY,AL,32.46,-85.01,18783
46733,DECATUR,IN,40.83,-84.92,18777
14760,OLEAN,NY,42.08,-78.43,18775
44705,CANTON,OH,40.81,-81.37,18772
44333,AKRON,OH,41.08,-81.52,18763
13903,BINGHAMTON,NY,42.1,-75.91,18763
4074,SCARBOROUGH,ME,43.59,-70.33,18760
41101,ASHLAND,KY,38.45,-82.64,18758
32609,GAINESVILLE,FL,29.67,-82.33,18756
84780,WASHINGTON,UT,37.22,-113.48,18756
36869,PHENIX CITY,AL,32.46,-85.01,18751
29307,SPARTANBURG,SC,34.94,-81.92,18751
82716,GILLETTE,WY,44.28,-105.51,18747
8085,SWEDESBORO,NJ,39.74,-75.31,18737
32024,LAKE CITY,FL,30.19,-82.64,18733
36606,MOBILE,AL,30.68,-88.04,18733
46240,INDIANAPOLIS,IN,39.77,-86.14,18731
95110,SAN JOSE,CA,37.34,-121.9,18730
38108,MEMPHIS,TN,35.1,-90,18729
7503,PATERSON,NJ,40.91,-74.16,18723
96814,HONOLULU,HI,21.3,-157.85,18721
23704,PORTSMOUTH,VA,36.83,-76.29,18716
33432,BOCA RATON,FL,26.37,-80.1,18715
89144,LAS VEGAS,NV,36.17,-115.31,18714
38829,BOONEVILLE,MS,34.66,-88.56,18707
98310,BREMERTON,WA,47.59,-122.62,18703
49301,ADA,MI,42.95,-85.48,18701
55129,SAINT PAUL,MN,44.94,-93.1,18697
55446,MINNEAPOLIS,MN,44.96,-93.26,18695
27539,APEX,NC,35.67,-78.81,18692
31750,FITZGERALD,GA,31.7,-83.25,18687
72801,RUSSELLVILLE,AR,35.27,-93.14,18685
77056,HOUSTON,TX,29.76,-95.38,18673
7746,MARLBORO,NJ,40.31,-74.25,18666
63104,SAINT LOUIS,MO,38.63,-90.24,18656
88130,PORTALES,NM,34.18,-103.34,18651
92532,LAKE ELSINORE,CA,33.71,-117.34,18644
46706,AUBURN,IN,41.36,-85.05,18630
32778,TAVARES,FL,28.8,-81.73,18617
24179,VINTON,VA,37.27,-79.88,18616
33034,HOMESTEAD,FL,25.46,-80.45,18613
39307,MERIDIAN,MS,32.38,-88.71,18603
48854,MASON,MI,42.58,-84.44,18598
73036,EL RENO,OK,35.54,-97.96,18595
44622,DOVER,OH,40.52,-81.47,18588
32601,GAINESVILLE,FL,29.67,-82.33,18585
88061,SILVER CITY,NM,32.78,-108.26,18585
6801,BETHEL,CT,41.37,-73.41,18581
49456,SPRING LAKE,MI,43.07,-86.19,18581
54476,SCHOFIELD,WI,44.91,-89.61,18580
16365,WARREN,PA,41.84,-79.14,18579
29644,FOUNTAIN INN,SC,34.69,-82.2,18578
97754,PRINEVILLE,OR,44.1,-120.66,18574
53089,SUSSEX,WI,43.13,-88.21,18568
8690,TRENTON,NJ,40.22,-74.76,18567
6037,BERLIN,CT,41.62,-72.77,18565
55066,RED WING,MN,44.58,-92.6,18564
53548,JANESVILLE,WI,42.68,-89.07,18558
8204,CAPE MAY,NJ,38.94,-74.9,18557
11411,CAMBRIA HEIGHTS,NY,40.69,-73.73,18556
75401,GREENVILLE,TX,33.11,-96.1,18552
43212,COLUMBUS,OH,39.98,-82.98,18551
53185,WATERFORD,WI,42.76,-88.21,18551
56537,FERGUS FALLS,MN,46.28,-96.06,18548
46250,INDIANAPOLIS,IN,39.77,-86.14,18546
45245,CINCINNATI,OH,39.09,-84.51,18542
11692,ARVERNE,NY,40.59,-73.79,18540
48334,FARMINGTON,MI,42.46,-83.37,18540
70438,FRANKLINTON,LA,30.84,-90.14,18540
28312,FAYETTEVILLE,NC,34.93,-78.72,18538
15106,CARNEGIE,PA,40.4,-80.08,18536
33714,SAINT PETERSBURG,FL,27.75,-82.64,18531
11790,STONY BROOK,NY,40.9,-73.12,18511
76205,DENTON,TX,33.21,-97.13,18510
40769,WILLIAMSBURG,KY,36.73,-84.16,18507
19422,BLUE BELL,PA,40.14,-75.26,18506
70563,NEW IBERIA,LA,30,-91.81,18502
94022,LOS ALTOS,CA,37.36,-122.14,18500
91345,MISSION HILLS,CA,34.27,-118.45,18496
4072,SACO,ME,43.53,-70.45,18482
60642,CHICAGO,IL,41.9,-87.65,18480
28906,MURPHY,NC,35.09,-84.02,18475
35674,TUSCUMBIA,AL,34.72,-87.7,18475
35150,SYLACAUGA,AL,33.17,-86.26,18472
2081,WALPOLE,MA,42.13,-71.24,18472
53538,FORT ATKINSON,WI,42.92,-88.84,18468
45504,SPRINGFIELD,OH,39.92,-83.79,18465
8830,ISELIN,NJ,40.57,-74.31,18459
31008,BYRON,GA,32.65,-83.75,18453
94519,CONCORD,CA,37.99,-122,18453
6615,STRATFORD,CT,41.2,-73.13,18453
79903,EL PASO,TX,31.84,-106.43,18451
96161,TRUCKEE,CA,39.33,-120.24,18451
75253,DALLAS,TX,32.79,-96.76,18450
33525,DADE CITY,FL,28.36,-82.19,18439
43138,LOGAN,OH,39.53,-82.4,18437
55431,MINNEAPOLIS,MN,44.96,-93.26,18435
94019,HALF MOON BAY,CA,37.44,-122.41,18424
88021,ANTHONY,NM,32,-106.59,18421
76226,ARGYLE,TX,33.11,-97.17,18419
53716,MADISON,WI,43.07,-89.38,18419
10805,NEW ROCHELLE,NY,40.92,-73.77,18414
33181,MIAMI,FL,25.77,-80.2,18413
30153,ROCKMART,GA,34,-85.04,18411
31217,MACON,GA,32.83,-83.65,18408
59802,MISSOULA,MT,46.94,-113.85,18407
48342,PONTIAC,MI,42.64,-83.28,18407
70520,CARENCRO,LA,30.31,-92.03,18405
46319,GRIFFITH,IN,41.52,-87.42,18404
38901,GRENADA,MS,33.77,-89.81,18403
37745,GREENEVILLE,TN,36.16,-82.81,18401
6001,AVON,CT,41.8,-72.83,18385
49093,THREE RIVERS,MI,41.94,-85.63,18380
99004,CHENEY,WA,47.43,-117.62,18376
97031,HOOD RIVER,OR,45.61,-121.58,18375
57301,MITCHELL,SD,43.73,-98.03,18375
58801,WILLISTON,ND,48.16,-103.63,18371
53226,MILWAUKEE,WI,43.06,-87.96,18370
29627,BELTON,SC,34.52,-82.49,18367
22039,FAIRFAX STATION,VA,38.8,-77.32,18364
75771,LINDALE,TX,32.5,-95.4,18361
36502,ATMORE,AL,31.02,-87.49,18355
36575,SEMMES,AL,30.77,-88.26,18345
75159,SEAGOVILLE,TX,32.65,-96.54,18339
40744,LONDON,KY,37.12,-84.08,18334
45371,TIPP CITY,OH,39.96,-84.18,18333
19073,NEWTOWN SQUARE,PA,39.97,-75.43,18332
37774,LOUDON,TN,35.73,-84.35,18321
53110,CUDAHY,WI,42.94,-87.86,18320
96746,KAPAA,HI,22.09,-159.35,18319
60436,JOLIET,IL,41.52,-88.12,18315
33523,DADE CITY,FL,28.36,-82.19,18313
12561,NEW PALTZ,NY,41.74,-74.08,18308
8077,RIVERTON,NJ,40.01,-75.01,18307
27312,PITTSBORO,NC,35.71,-79.17,18306
30339,ATLANTA,GA,33.86,-84.47,18304
98020,EDMONDS,WA,47.8,-122.37,18304
33431,BOCA RATON,FL,26.37,-80.1,18290
7514,PATERSON,NJ,40.91,-74.16,18289
99224,SPOKANE,WA,47.63,-117.55,18289
28037,DENVER,NC,35.53,-81.03,18287
94564,PINOLE,CA,37.99,-122.27,18287
55350,HUTCHINSON,MN,44.88,-94.37,18280
91723,COVINA,CA,34.08,-117.88,18275
1581,WESTBOROUGH,MA,42.26,-71.61,18272
6443,MADISON,CT,41.27,-72.59,18269
66047,LAWRENCE,KS,38.96,-95.25,18268
44053,LORAIN,OH,41.44,-82.18,18256
84025,FARMINGTON,UT,40.99,-111.86,18255
29102,MANNING,SC,33.69,-80.21,18248
44706,CANTON,OH,40.81,-81.37,18246
58203,GRAND FORKS,ND,47.91,-97.07,18229
87532,ESPANOLA,NM,36,-106.06,18223
40361,PARIS,KY,38.2,-84.26,18220
17821,DANVILLE,PA,40.96,-76.61,18219
27527,CLAYTON,NC,35.63,-78.36,18216
70535,EUNICE,LA,30.49,-92.41,18215
16201,KITTANNING,PA,40.82,-79.52,18214
80403,GOLDEN,CO,39.73,-105.21,18211
55309,BIG LAKE,MN,45.33,-93.74,18208
55102,SAINT PAUL,MN,44.94,-93.1,18207
1904,LYNN,MA,42.47,-70.96,18203
21050,FOREST HILL,MD,39.58,-76.39,18202
98506,OLYMPIA,WA,47.1,-122.86,18199
16125,GREENVILLE,PA,41.4,-80.38,18186
44223,CUYAHOGA FALLS,OH,41.16,-81.52,18185
87508,SANTA FE,NM,35.57,-106.11,18183
59714,BELGRADE,MT,45.81,-111.15,18182
45449,DAYTON,OH,39.77,-84.19,18175
33761,CLEARWATER,FL,27.97,-82.76,18167
67208,WICHITA,KS,37.68,-97.34,18161
8034,CHERRY HILL,NJ,39.9,-74.99,18151
78584,ROMA,TX,26.4,-99.01,18128
74354,MIAMI,OK,36.88,-94.87,18126
10605,WHITE PLAINS,NY,41.02,-73.75,18126
44103,CLEVELAND,OH,41.47,-81.67,18123
77302,CONROE,TX,30.32,-95.47,18118
46816,FORT WAYNE,IN,41.07,-85.13,18116
90265,MALIBU,CA,34.06,-118.81,18116
27021,KING,NC,36.27,-80.35,18106
85083,PHOENIX,AZ,33.73,-112.14,18104
44820,BUCYRUS,OH,40.8,-82.97,18102
66210,OVERLAND PARK,KS,38.9,-94.68,18102
19342,GLEN MILLS,PA,39.89,-75.5,18099
22066,GREAT FALLS,VA,39.01,-77.28,18099
53012,CEDARBURG,WI,43.29,-87.98,18097
60131,FRANKLIN PARK,IL,41.93,-87.87,18097
55362,MONTICELLO,MN,45.3,-93.8,18089
35903,GADSDEN,AL,34.01,-86.01,18088
85748,TUCSON,AZ,32.21,-110.75,18087
2818,EAST GREENWICH,RI,41.63,-71.5,18082
6850,NORWALK,CT,41.09,-73.42,18078
48879,SAINT JOHNS,MI,43,-84.55,18075
6897,WILTON,CT,41.18,-73.42,18071
78752,AUSTIN,TX,30.26,-97.74,18064
7070,RUTHERFORD,NJ,40.81,-74.1,18061
14559,SPENCERPORT,NY,43.18,-77.8,18057
62305,QUINCY,IL,39.93,-91.38,18052
18612,DALLAS,PA,41.33,-75.96,18051
80212,DENVER,CO,39.76,-104.87,18051
8108,COLLINGSWOOD,NJ,39.91,-75.07,18045
20905,SILVER SPRING,MD,39.01,-77.02,18044
79935,EL PASO,TX,31.84,-106.43,18042
19440,HATFIELD,PA,40.27,-75.29,18038
7067,COLONIA,NJ,40.59,-74.31,18036
29671,PICKENS,SC,34.88,-82.7,18030
46703,ANGOLA,IN,41.64,-85,18029
16652,HUNTINGDON,PA,40.49,-78.01,18028
48094,WASHINGTON,MI,42.72,-83.03,18028
83204,POCATELLO,ID,42.73,-112.52,18026
27344,SILER CITY,NC,35.72,-79.46,18022
80002,ARVADA,CO,39.82,-105.1,18020
80124,LONE TREE,CO,39.59,-105.01,18020
85131,ELOY,AZ,32.65,-111.59,18017
44647,MASSILLON,OH,40.78,-81.52,18015
33991,CAPE CORAL,FL,26.63,-81.99,18010
90502,TORRANCE,CA,33.83,-118.29,18010
30307,ATLANTA,GA,33.76,-84.33,18004
69361,SCOTTSBLUFF,NE,41.86,-103.66,17999
24333,GALAX,VA,36.66,-80.91,17996
75146,LANCASTER,TX,32.59,-96.78,17993
76310,WICHITA FALLS,TX,33.89,-98.51,17989
80223,DENVER,CO,39.76,-104.87,17987
71602,WHITE HALL,AR,34.27,-92.09,17982
38732,CLEVELAND,MS,33.74,-90.72,17981
16701,BRADFORD,PA,41.96,-78.64,17980
85139,MARICOPA,AZ,32.98,-112.11,17979
87122,ALBUQUERQUE,NM,35.11,-106.62,17977
33565,PLANT CITY,FL,28,-82.12,17975
68130,OMAHA,NE,41.26,-96.01,17972
34113,NAPLES,FL,26.14,-81.79,17971
34286,NORTH PORT,FL,27.04,-82.19,17970
67042,EL DORADO,KS,37.82,-96.85,17969
21108,MILLERSVILLE,MD,39.05,-76.64,17964
11030,MANHASSET,NY,40.79,-73.69,17962
87544,LOS ALAMOS,NM,35.89,-106.28,17950
11436,JAMAICA,NY,40.68,-73.78,17949
80528,FORT COLLINS,CO,40.55,-105.06,17946
45895,WAPAKONETA,OH,40.57,-84.19,17945
19804,WILMINGTON,DE,39.73,-75.53,17944
80218,DENVER,CO,39.76,-104.87,17928
45030,HARRISON,OH,39.24,-84.79,17921
39562,MOSS POINT,MS,30.42,-88.52,17912
59808,MISSOULA,MT,46.98,-114.12,17904
19602,READING,PA,40.33,-75.92,17900
33763,CLEARWATER,FL,27.97,-82.76,17887
46013,ANDERSON,IN,40.09,-85.68,17876
44278,TALLMADGE,OH,41.1,-81.42,17868
12534,HUDSON,NY,42.25,-73.78,17867
48838,GREENVILLE,MI,43.17,-85.25,17863
37748,HARRIMAN,TN,35.93,-84.56,17857
95330,LATHROP,CA,37.82,-121.29,17853
80121,LITTLETON,CO,39.59,-105.01,17853
18067,NORTHAMPTON,PA,40.68,-75.48,17852
55441,MINNEAPOLIS,MN,44.96,-93.26,17848
37216,NASHVILLE,TN,36.17,-86.78,17848
85739,TUCSON,AZ,32.54,-110.95,17848
36693,MOBILE,AL,30.68,-88.04,17847
80215,DENVER,CO,39.76,-104.87,17843
61520,CANTON,IL,40.56,-90.04,17839
95959,NEVADA CITY,CA,39.34,-120.87,17838
34470,OCALA,FL,29.18,-82.13,17838
17512,COLUMBIA,PA,40.03,-76.49,17836
17552,MOUNT JOY,PA,40.11,-76.5,17831
2359,PEMBROKE,MA,42.06,-70.8,17828
11362,LITTLE NECK,NY,40.76,-73.74,17823
32829,ORLANDO,FL,28.5,-81.37,17822
33759,CLEARWATER,FL,27.97,-82.76,17820
29410,HANAHAN,SC,32.91,-80.01,17816
34613,BROOKSVILLE,FL,28.55,-82.39,17814
77029,HOUSTON,TX,29.76,-95.38,17814
14468,HILTON,NY,43.28,-77.79,17813
19046,JENKINTOWN,PA,40.09,-75.12,17809
18013,BANGOR,PA,40.86,-75.2,17802
92585,SUN CITY,CA,33.74,-117.18,17797
29206,COLUMBIA,SC,34,-81.03,17788
68128,LA VISTA,NE,41.18,-96.03,17784
80620,EVANS,CO,40.37,-104.69,17775
63034,FLORISSANT,MO,38.79,-90.32,17761
76031,CLEBURNE,TX,32.34,-97.4,17759
67226,WICHITA,KS,37.68,-97.34,17757
63005,CHESTERFIELD,MO,38.65,-90.58,17753
77551,GALVESTON,TX,29.3,-94.79,17753
76082,SPRINGTOWN,TX,32.96,-97.68,17748
33606,TAMPA,FL,27.95,-82.48,17746
29707,FORT MILL,SC,34.99,-80.86,17742
39531,BILOXI,MS,30.39,-88.88,17736
8505,BORDENTOWN,NJ,40.14,-74.7,17736
20017,WASHINGTON,DC,38.89,-77.03,17735
38478,PULASKI,TN,35.19,-87.03,17733
11021,GREAT NECK,NY,40.8,-73.73,17729
79108,AMARILLO,TX,35.2,-101.81,17726
1742,CONCORD,MA,42.45,-71.35,17726
33304,FORT LAUDERDALE,FL,26.14,-80.13,17724
7834,DENVILLE,NJ,40.89,-74.48,17722
29536,DILLON,SC,34.42,-79.36,17722
48240,REDFORD,MI,42.39,-83.29,17722
17019,DILLSBURG,PA,40.11,-77.03,17721
61550,MORTON,IL,40.61,-89.46,17721
15220,PITTSBURGH,PA,40.43,-79.97,17718
6062,PLAINVILLE,CT,41.66,-72.9,17715
98005,BELLEVUE,WA,47.62,-122.16,17714
33774,LARGO,FL,27.9,-82.78,17712
2171,QUINCY,MA,42.26,-71,17711
48323,WEST BLOOMFIELD,MI,42.56,-83.38,17708
85715,TUCSON,AZ,32.25,-110.82,17702
7405,BUTLER,NJ,40.99,-74.34,17701
1301,GREENFIELD,MA,42.58,-72.59,17700
38107,MEMPHIS,TN,35.1,-90,17698
79415,LUBBOCK,TX,33.57,-101.87,17689
17401,YORK,PA,39.96,-76.73,17687
40212,LOUISVILLE,KY,38.22,-85.74,17685
65270,MOBERLY,MO,39.41,-92.43,17681
6032,FARMINGTON,CT,41.71,-72.83,17675
94563,ORINDA,CA,37.89,-122.19,17672
32206,JACKSONVILLE,FL,30.33,-81.65,17669
96768,MAKAWAO,HI,20.85,-156.32,17668
